Supplier Part Number,Part Description,Category L1,Category L2,Category L3,Category L4,Supplier,Part Description - Cleaned,Category L1 - Cleaned,Category L2 - Cleaned,Category L3 - Cleaned,Category L4 - Cleaned
14404372,82M-3E23005NL8 NPT PORT CLAMP,FLUID POWER,PNEUMATICS,PNEUMATIC VALVES,PNEU INDUSTRIAL VALVES,Motion,82m 3e23005nl8 npt port clamp,fluid power,pneumatics,pneumatic valves,pneu industrial valves
18971157,VS14-97620-5,FLUID POWER,PNEUMATICS,PNEUMATIC VALVES,PNEU INDUSTRIAL VALVES,Motion,vs14 97620 5,fluid power,pneumatics,pneumatic valves,pneu industrial valves
03005219,TAC 4V DIRECTIONAL VALVE,FLUID POWER,PNEUMATICS,PNEUMATIC VALVES,PNEU INDUSTRIAL VALVES,Motion,tac 4v directional valve,fluid power,pneumatics,pneumatic valves,pneu industrial valves
02031071,CBGA-LHN  VALVE,FLUID POWER,PNEUMATICS,PNEUMATIC VALVES,PNEU INDUSTRIAL VALVES,Motion,cbga lhn valve,fluid power,pneumatics,pneumatic valves,pneu industrial valves
07561676,CKZ2N50-120DCJ7641J,FLUID POWER,PNEUMATICS,PNEUMATIC VALVES,PNEU INDUSTRIAL VALVES,Motion,ckz2n50 120dcj7641j,fluid power,pneumatics,pneumatic valves,pneu industrial valves
03246805,"14-605V14 2"" VACUUM RELIEF VALVE",FLUID POWER,PNEUMATICS,PNEUMATIC VALVES,PNEU INDUSTRIAL VALVES,Motion,14 605v14 2 vacuum relief valve,fluid power,pneumatics,pneumatic valves,pneu industrial valves
00426049,8353C035,FLUID POWER,PNEUMATICS,PNEUMATIC VALVES,PNEU INDUSTRIAL VALVES,Motion,8353c035,fluid power,pneumatics,pneumatic valves,pneu industrial valves
01952203,SS5Y5-42-10-02T SS5Y BAR STOCK MANIFOLD,FLUID POWER,PNEUMATICS,PNEUMATIC VALVES,PNEU INDUSTRIAL VALVES,Motion,ss5y5 42 10 02t ss5y bar stock manifold,fluid power,pneumatics,pneumatic valves,pneu industrial valves
02016562,NVK3120-3D-01T-F  VALVE SOL 110VAC,FLUID POWER,PNEUMATICS,PNEUMATIC VALVES,PNEU INDUSTRIAL VALVES,Motion,nvk3120 3d 01t f valve sol 110vac,fluid power,pneumatics,pneumatic valves,pneu industrial valves
02000210,"SY5140-5LZD  VALVE, SOL",FLUID POWER,PNEUMATICS,PNEUMATIC VALVES,PNEU INDUSTRIAL VALVES,Motion,sy5140 5lzd valve sol,fluid power,pneumatics,pneumatic valves,pneu industrial valves
06195848,VBA40A-N04GS-Z BOOSTER REGULATOR 1/2,FLUID POWER,PNEUMATICS,PNEUMATIC VALVES,PNEU INDUSTRIAL VALVES,Motion,vba40a n04gs z booster regulator 1 2,fluid power,pneumatics,pneumatic valves,pneu industrial valves
07488571,"VQ4301-5B1 VALVE, SOL",FLUID POWER,PNEUMATICS,PNEUMATIC VALVES,PNEU INDUSTRIAL VALVES,Motion,vq4301 5b1 valve sol,fluid power,pneumatics,pneumatic valves,pneu industrial valves
14413475,3-55-3BSP FLG REPAIR KIT,FLUID POWER,PNEUMATICS,PNEUMATIC VALVES,PNEU INDUSTRIAL VALVES,Motion,3 55 3bsp flg repair kit,fluid power,pneumatics,pneumatic valves,pneu industrial valves
01990463,"NZHI10BS-T01-T01  VACUUM EJECTOR,",FLUID POWER,PNEUMATICS,PNEUMATIC VALVES,PNEU INDUSTRIAL VALVES,Motion,nzhi10bs t01 t01 vacuum ejector,fluid power,pneumatics,pneumatic valves,pneu industrial valves
01990416,NZHI07BS-07-07  VACUUM EJECTOR,FLUID POWER,PNEUMATICS,PNEUMATIC VALVES,PNEU INDUSTRIAL VALVES,Motion,nzhi07bs 07 07 vacuum ejector,fluid power,pneumatics,pneumatic valves,pneu industrial valves
02583303,122BA400K000030 CONTROL VALVE,FLUID POWER,PNEUMATICS,PNEUMATIC VALVES,PNEU INDUSTRIAL VALVES,Motion,122ba400k000030 control valve,fluid power,pneumatics,pneumatic valves,pneu industrial valves
02000521,"SY5420-5DZ-01T  VALVE, SOL BODY PT",FLUID POWER,PNEUMATICS,PNEUMATIC VALVES,PNEU INDUSTRIAL VALVES,Motion,sy5420 5dz 01t valve sol body pt,fluid power,pneumatics,pneumatic valves,pneu industrial valves
04159896,"520711000 VALVE  1/4""",FLUID POWER,PNEUMATICS,PNEUMATIC VALVES,PNEU INDUSTRIAL VALVES,Motion,520711000 valve 1 4,fluid power,pneumatics,pneumatic valves,pneu industrial valves
07422968,454-905TF CONTROL VALVE,FLUID POWER,PNEUMATICS,PNEUMATIC VALVES,PNEU INDUSTRIAL VALVES,Motion,454 905tf control valve,fluid power,pneumatics,pneumatic valves,pneu industrial valves
02000363,"SY5240-5LZD  VALVE, DBL SOL, BASE MT",FLUID POWER,PNEUMATICS,PNEUMATIC VALVES,PNEU INDUSTRIAL VALVES,Motion,sy5240 5lzd valve dbl sol base mt,fluid power,pneumatics,pneumatic valves,pneu industrial valves
01998220,"SS5Y5-42-07-02T  MFLD ASSY, 7-STA",FLUID POWER,PNEUMATICS,PNEUMATIC VALVES,PNEU INDUSTRIAL VALVES,Motion,ss5y5 42 07 02t mfld assy 7 sta,fluid power,pneumatics,pneumatic valves,pneu industrial valves
05472529,"SC8262H202AC120/60,110/50",FLUID POWER,PNEUMATICS,PNEUMATIC VALVES,PNEU INDUSTRIAL VALVES,Motion,sc8262h202ac120 60 110 50,fluid power,pneumatics,pneumatic valves,pneu industrial valves
08211497,XLF-160DA-M9//,FLUID POWER,PNEUMATICS,PNEUMATIC VALVES,PNEU INDUSTRIAL VALVES,Motion,xlf 160da m9,fluid power,pneumatics,pneumatic valves,pneu industrial valves
01336144,FREIGHT ONLY,FLUID POWER,PNEUMATICS,PNEUMATIC VALVES,PNEU INDUSTRIAL VALVES,Motion,freight only,fluid power,pneumatics,pneumatic valves,pneu industrial valves
08080886,M35X40NAEXAAXA,FLUID POWER,PNEUMATICS,PNEUMATIC VALVES,PNEU INDUSTRIAL VALVES,Motion,m35x40naexaaxa,fluid power,pneumatics,pneumatic valves,pneu industrial valves
03716883,45A-L00-DDAA-1BA9 MAC SOL. VALVE,FLUID POWER,PNEUMATICS,PNEUMATIC VALVES,PNEU INDUSTRIAL VALVES,Motion,45a l00 ddaa 1ba9 mac sol valve,fluid power,pneumatics,pneumatic valves,pneu industrial valves
15037168,S410 24V DC VALVE,FLUID POWER,PNEUMATICS,PNEUMATIC VALVES,PNEU INDUSTRIAL VALVES,Motion,s410 24v dc valve,fluid power,pneumatics,pneumatic valves,pneu industrial valves
02000385,"SY5245-5FU  VALVE, SOL",FLUID POWER,PNEUMATICS,PNEUMATIC VALVES,PNEU INDUSTRIAL VALVES,Motion,sy5245 5fu valve sol,fluid power,pneumatics,pneumatic valves,pneu industrial valves
02520707,45A-L00-DDAA-1BA  VALVE,FLUID POWER,PNEUMATICS,PNEUMATIC VALVES,PNEU INDUSTRIAL VALVES,Motion,45a l00 ddaa 1ba valve,fluid power,pneumatics,pneumatic valves,pneu industrial valves
05545991,0820035990 SOLENOID-OPERATED /3 G1/4 WIT,FLUID POWER,PNEUMATICS,PNEUMATIC VALVES,PNEU INDUSTRIAL VALVES,Motion,0820035990 solenoid operated 3 g1 4 wit,fluid power,pneumatics,pneumatic valves,pneu industrial valves
02111173,"8221G003AC120/60,110/50D",FLUID POWER,PNEUMATICS,PNEUMATIC VALVES,PNEU INDUSTRIAL VALVES,Motion,8221g003ac120 60 110 50d,fluid power,pneumatics,pneumatic valves,pneu industrial valves
02009382,"VHS400-02  HAND VALVE 1/4"" PT",FLUID POWER,PNEUMATICS,PNEUMATIC VALVES,PNEU INDUSTRIAL VALVES,Motion,vhs400 02 hand valve 1 4 pt,fluid power,pneumatics,pneumatic valves,pneu industrial valves
02878852,2771B6001 SOLENOID VALVE 24,FLUID POWER,PNEUMATICS,PNEUMATIC VALVES,PNEU INDUSTRIAL VALVES,Motion,2771b6001 solenoid valve 24,fluid power,pneumatics,pneumatic valves,pneu industrial valves
06217594,Y2783A9006  VALVE,FLUID POWER,PNEUMATICS,PNEUMATIC VALVES,PNEU INDUSTRIAL VALVES,Motion,y2783a9006 valve,fluid power,pneumatics,pneumatic valves,pneu industrial valves
07335238,3573A5141  PNEU VALVE,FLUID POWER,PNEUMATICS,PNEUMATIC VALVES,PNEU INDUSTRIAL VALVES,Motion,3573a5141 pneu valve,fluid power,pneumatics,pneumatic valves,pneu industrial valves
02530779,159690 JMN1H-5/2-D-1-C SOLENOID VALVE,FLUID POWER,PNEUMATICS,PNEUMATIC VALVES,PNEU INDUSTRIAL VALVES,Motion,159690 jmn1h 5 2 d 1 c solenoid valve,fluid power,pneumatics,pneumatic valves,pneu industrial valves
07377716,VFA5420-03F-P VALVE,FLUID POWER,PNEUMATICS,PNEUMATIC VALVES,PNEU INDUSTRIAL VALVES,Motion,vfa5420 03f p valve,fluid power,pneumatics,pneumatic valves,pneu industrial valves
02022351,VVQ2000-51A-N9  FITTING ASSY,FLUID POWER,PNEUMATICS,PNEUMATIC VALVES,PNEU INDUSTRIAL VALVES,Motion,vvq2000 51a n9 fitting assy,fluid power,pneumatics,pneumatic valves,pneu industrial valves
14831150,3640.1403 REBUILD KIT,FLUID POWER,PNEUMATICS,PNEUMATIC VALVES,PNEU INDUSTRIAL VALVES,Motion,3640 1403 rebuild kit,fluid power,pneumatics,pneumatic valves,pneu industrial valves
14831151,3640.1421 REBUILD KIT,FLUID POWER,PNEUMATICS,PNEUMATIC VALVES,PNEU INDUSTRIAL VALVES,Motion,3640 1421 rebuild kit,fluid power,pneumatics,pneumatic valves,pneu industrial valves
14831152,3640.1003 REBUILD KIT,FLUID POWER,PNEUMATICS,PNEUMATIC VALVES,PNEU INDUSTRIAL VALVES,Motion,3640 1003 rebuild kit,fluid power,pneumatics,pneumatic valves,pneu industrial valves
14831153,3640.1860 REBUILD KIT,FLUID POWER,PNEUMATICS,PNEUMATIC VALVES,PNEU INDUSTRIAL VALVES,Motion,3640 1860 rebuild kit,fluid power,pneumatics,pneumatic valves,pneu industrial valves
07476572,037VACVVE3B  VALVE,FLUID POWER,PNEUMATICS,PNEUMATIC VALVES,PNEU INDUSTRIAL VALVES,Motion,037vacvve3b valve,fluid power,pneumatics,pneumatic valves,pneu industrial valves
02005682,UKL-S1  DIN CONNECTOR (VSP4000),FLUID POWER,PNEUMATICS,PNEUMATIC VALVES,PNEU INDUSTRIAL VALVES,Motion,ukl s1 din connector vsp4000,fluid power,pneumatics,pneumatic valves,pneu industrial valves
05160561,AN30-N03 3/8,FLUID POWER,PNEUMATICS,PNEUMATIC VALVES,PNEU INDUSTRIAL VALVES,Motion,an30 n03 3 8,fluid power,pneumatics,pneumatic valves,pneu industrial valves
04045474,N4S-C1 VALVE 110V COIL CONDUIT,FLUID POWER,PNEUMATICS,PNEUMATIC VALVES,PNEU INDUSTRIAL VALVES,Motion,n4s c1 valve 110v coil conduit,fluid power,pneumatics,pneumatic valves,pneu industrial valves
05443801,EF8210G036EAC120/60D,FLUID POWER,PNEUMATICS,PNEUMATIC VALVES,PNEU INDUSTRIAL VALVES,Motion,ef8210g036eac120 60d,fluid power,pneumatics,pneumatic valves,pneu industrial valves
02646914,VQ7-8-FG-D-3ZSC VALVE,FLUID POWER,PNEUMATICS,PNEUMATIC VALVES,PNEU INDUSTRIAL VALVES,Motion,vq7 8 fg d 3zsc valve,fluid power,pneumatics,pneumatic valves,pneu industrial valves
07027696,VXZ260KZ2AB  VALVE,FLUID POWER,PNEUMATICS,PNEUMATIC VALVES,PNEU INDUSTRIAL VALVES,Motion,vxz260kz2ab valve,fluid power,pneumatics,pneumatic valves,pneu industrial valves
07321628,VQC4501-51 VQC VALVE,FLUID POWER,PNEUMATICS,PNEUMATIC VALVES,PNEU INDUSTRIAL VALVES,Motion,vqc4501 51 vqc valve,fluid power,pneumatics,pneumatic valves,pneu industrial valves
07749859,VQC5501-51,FLUID POWER,PNEUMATICS,PNEUMATIC VALVES,PNEU INDUSTRIAL VALVES,Motion,vqc5501 51,fluid power,pneumatics,pneumatic valves,pneu industrial valves
06156314,VXD252LZ2AB PILOT OP 2 PORT SOLENOID,FLUID POWER,PNEUMATICS,PNEUMATIC VALVES,PNEU INDUSTRIAL VALVES,Motion,vxd252lz2ab pilot op 2 port solenoid,fluid power,pneumatics,pneumatic valves,pneu industrial valves
02952267,031SS4154000061 24VDC VALVE,FLUID POWER,PNEUMATICS,PNEUMATIC VALVES,PNEU INDUSTRIAL VALVES,Motion,031ss4154000061 24vdc valve,fluid power,pneumatics,pneumatic valves,pneu industrial valves
02497196,VSS8-6-FHG-D-3EZ-V1  VALVE,FLUID POWER,PNEUMATICS,PNEUMATIC VALVES,PNEU INDUSTRIAL VALVES,Motion,vss8 6 fhg d 3ez v1 valve,fluid power,pneumatics,pneumatic valves,pneu industrial valves
07881219,8476C4342 115V VALVE,FLUID POWER,PNEUMATICS,PNEUMATIC VALVES,PNEU INDUSTRIAL VALVES,Motion,8476c4342 115v valve,fluid power,pneumatics,pneumatic valves,pneu industrial valves
05242022,"VFR5200-5FZ VALVE, DBL SOL",FLUID POWER,PNEUMATICS,PNEUMATIC VALVES,PNEU INDUSTRIAL VALVES,Motion,vfr5200 5fz valve dbl sol,fluid power,pneumatics,pneumatic valves,pneu industrial valves
00425986,"8344G070AC120/60,110/50D",FLUID POWER,PNEUMATICS,PNEUMATIC VALVES,PNEU INDUSTRIAL VALVES,Motion,8344g070ac120 60 110 50d,fluid power,pneumatics,pneumatic valves,pneu industrial valves
06543717,ITV1050-01F2N   REGULATOR,FLUID POWER,PNEUMATICS,PNEUMATIC VALVES,PNEU INDUSTRIAL VALVES,Motion,itv1050 01f2n regulator,fluid power,pneumatics,pneumatic valves,pneu industrial valves
08794986,VQC4100-5B1 VALVE,FLUID POWER,PNEUMATICS,PNEUMATIC VALVES,PNEU INDUSTRIAL VALVES,Motion,vqc4100 5b1 valve,fluid power,pneumatics,pneumatic valves,pneu industrial valves
07247669,VQC5101-51 VQC VALVE,FLUID POWER,PNEUMATICS,PNEUMATIC VALVES,PNEU INDUSTRIAL VALVES,Motion,vqc5101 51 vqc valve,fluid power,pneumatics,pneumatic valves,pneu industrial valves
01324475,"8210G022AC120/60,110/50D",FLUID POWER,PNEUMATICS,PNEUMATIC VALVES,PNEU INDUSTRIAL VALVES,Motion,8210g022ac120 60 110 50d,fluid power,pneumatics,pneumatic valves,pneu industrial valves
01367889,"AV4000-04-5DZ  VALVE, SOFT START",FLUID POWER,PNEUMATICS,PNEUMATIC VALVES,PNEU INDUSTRIAL VALVES,Motion,av4000 04 5dz valve soft start,fluid power,pneumatics,pneumatic valves,pneu industrial valves
04245453,SV4300-5W1U-04N 3 POSITION CLOSED CENTER,FLUID POWER,PNEUMATICS,PNEUMATIC VALVES,PNEU INDUSTRIAL VALVES,Motion,sv4300 5w1u 04n 3 position closed center,fluid power,pneumatics,pneumatic valves,pneu industrial valves
02989753,VVQC4000-1A-D-03T MFLD BLOCK,FLUID POWER,PNEUMATICS,PNEUMATIC VALVES,PNEU INDUSTRIAL VALVES,Motion,vvqc4000 1a d 03t mfld block,fluid power,pneumatics,pneumatic valves,pneu industrial valves
04399614,VQ2200N-51 5 PORT PLUG IN VALVE,FLUID POWER,PNEUMATICS,PNEUMATIC VALVES,PNEU INDUSTRIAL VALVES,Motion,vq2200n 51 5 port plug in valve,fluid power,pneumatics,pneumatic valves,pneu industrial valves
07220091,D2773B4001W 24VDC VALVE,FLUID POWER,PNEUMATICS,PNEUMATIC VALVES,PNEU INDUSTRIAL VALVES,Motion,d2773b4001w 24vdc valve,fluid power,pneumatics,pneumatic valves,pneu industrial valves
02477098,"SV1A00-5FU  VALVE, DBL SOL, PLUG-IN",FLUID POWER,PNEUMATICS,PNEUMATIC VALVES,PNEU INDUSTRIAL VALVES,Motion,sv1a00 5fu valve dbl sol plug in,fluid power,pneumatics,pneumatic valves,pneu industrial valves
03893082,VQZ1000V-85-1A  CONNECTOR ASSY,FLUID POWER,PNEUMATICS,PNEUMATIC VALVES,PNEU INDUSTRIAL VALVES,Motion,vqz1000v 85 1a connector assy,fluid power,pneumatics,pneumatic valves,pneu industrial valves
02021748,VVFS2000-10A-1  BLK STA ASS'Y NVFS2 2,FLUID POWER,PNEUMATICS,PNEUMATIC VALVES,PNEU INDUSTRIAL VALVES,Motion,vvfs2000 10a 1 blk sta ass y nvfs2 2,fluid power,pneumatics,pneumatic valves,pneu industrial valves
02022499,"VVQZ2000-10A-5  BLANK PLATE ASSY, VQZ",FLUID POWER,PNEUMATICS,PNEUMATIC VALVES,PNEU INDUSTRIAL VALVES,Motion,vvqz2000 10a 5 blank plate assy vqz,fluid power,pneumatics,pneumatic valves,pneu industrial valves
02022505,VVQZ2000-P-5-01T  INDIVIDUAL SUP SPAC,FLUID POWER,PNEUMATICS,PNEUMATIC VALVES,PNEU INDUSTRIAL VALVES,Motion,vvqz2000 p 5 01t individual sup spac,fluid power,pneumatics,pneumatic valves,pneu industrial valves
03129810,P398020-501-3 L CABLE FOR ITV,FLUID POWER,PNEUMATICS,PNEUMATIC VALVES,PNEU INDUSTRIAL VALVES,Motion,p398020 501 3 l cable for itv,fluid power,pneumatics,pneumatic valves,pneu industrial valves
07497170,"CP96SDB32-250C CYLINDER, TIE ROD",FLUID POWER,PNEUMATICS,PNEUMATIC VALVES,PNEU INDUSTRIAL VALVES,Motion,cp96sdb32 250c cylinder tie rod,fluid power,pneumatics,pneumatic valves,pneu industrial valves
04511052,VQC2301N-51 VQC VALVE,FLUID POWER,PNEUMATICS,PNEUMATIC VALVES,PNEU INDUSTRIAL VALVES,Motion,vqc2301n 51 vqc valve,fluid power,pneumatics,pneumatic valves,pneu industrial valves
00499371,AS2201F-N01-07S  FLOW CONTROL VALVE,FLUID POWER,PNEUMATICS,PNEUMATIC VALVES,PNEU INDUSTRIAL VALVES,Motion,as2201f n01 07s flow control valve,fluid power,pneumatics,pneumatic valves,pneu industrial valves
01999518,"SY3140-5GZ  VALVE, SGL SOL, BASE MT",FLUID POWER,PNEUMATICS,PNEUMATIC VALVES,PNEU INDUSTRIAL VALVES,Motion,sy3140 5gz valve sgl sol base mt,fluid power,pneumatics,pneumatic valves,pneu industrial valves
11331203,"0750D05-01A-03 3/4"" BORE D/A FRONT BLOCK",FLUID POWER,PNEUMATICS,PNEUMATIC VALVES,PNEU INDUSTRIAL VALVES,Motion,0750d05 01a 03 3 4 bore d a front block,fluid power,pneumatics,pneumatic valves,pneu industrial valves
06883687,VHS40-N06B-Z SINGLE ACTION RELIEF VALVE,FLUID POWER,PNEUMATICS,PNEUMATIC VALVES,PNEU INDUSTRIAL VALVES,Motion,vhs40 n06b z single action relief valve,fluid power,pneumatics,pneumatic valves,pneu industrial valves
04656989,RD11-T  AUTOMATIC DRAIN,FLUID POWER,PNEUMATICS,PNEUMATIC VALVES,PNEU INDUSTRIAL VALVES,Motion,rd11 t automatic drain,fluid power,pneumatics,pneumatic valves,pneu industrial valves
02947243,8210G009DC24/DCD,FLUID POWER,PNEUMATICS,PNEUMATIC VALVES,PNEU INDUSTRIAL VALVES,Motion,8210g009dc24 dcd,fluid power,pneumatics,pneumatic valves,pneu industrial valves
09326443,162695 LFR-1/4-D-O-MINI-A,FLUID POWER,PNEUMATICS,PNEUMATIC VALVES,PNEU INDUSTRIAL VALVES,Motion,162695 lfr 1 4 d o mini a,fluid power,pneumatics,pneumatic valves,pneu industrial valves
06620340,MS4-EM1-1/4-S 541259 VALVE,FLUID POWER,PNEUMATICS,PNEUMATIC VALVES,PNEU INDUSTRIAL VALVES,Motion,ms4 em1 1 4 s 541259 valve,fluid power,pneumatics,pneumatic valves,pneu industrial valves
07993497,MFH-3-1/4 VALVE,FLUID POWER,PNEUMATICS,PNEUMATIC VALVES,PNEU INDUSTRIAL VALVES,Motion,mfh 3 1 4 valve,fluid power,pneumatics,pneumatic valves,pneu industrial valves
05910028,R503A2B60MA00F1 VALVE,FLUID POWER,PNEUMATICS,PNEUMATIC VALVES,PNEU INDUSTRIAL VALVES,Motion,r503a2b60ma00f1 valve,fluid power,pneumatics,pneumatic valves,pneu industrial valves
01952181,"SY5140-5DZ VALVE, SGL SOL, BASE MT, DIN",FLUID POWER,PNEUMATICS,PNEUMATIC VALVES,PNEU INDUSTRIAL VALVES,Motion,sy5140 5dz valve sgl sol base mt din,fluid power,pneumatics,pneumatic valves,pneu industrial valves
01998166,"SS5Y5-41-02-C6  MFLD, BASE MT",FLUID POWER,PNEUMATICS,PNEUMATIC VALVES,PNEU INDUSTRIAL VALVES,Motion,ss5y5 41 02 c6 mfld base mt,fluid power,pneumatics,pneumatic valves,pneu industrial valves
01999063,SY100-30-4A  CONNECTOR ONLY,FLUID POWER,PNEUMATICS,PNEUMATIC VALVES,PNEU INDUSTRIAL VALVES,Motion,sy100 30 4a connector only,fluid power,pneumatics,pneumatic valves,pneu industrial valves
02000607,"SY5540-5DZ  VALVE, SOL BASE MT",FLUID POWER,PNEUMATICS,PNEUMATIC VALVES,PNEU INDUSTRIAL VALVES,Motion,sy5540 5dz valve sol base mt,fluid power,pneumatics,pneumatic valves,pneu industrial valves
02003650,"SYJ5440-5LZ  VALVE, SOL 24VDC",FLUID POWER,PNEUMATICS,PNEUMATIC VALVES,PNEU INDUSTRIAL VALVES,Motion,syj5440 5lz valve sol 24vdc,fluid power,pneumatics,pneumatic valves,pneu industrial valves
02015681,VR2110-01  VALVE TIME DELAY PT,FLUID POWER,PNEUMATICS,PNEUMATIC VALVES,PNEU INDUSTRIAL VALVES,Motion,vr2110 01 valve time delay pt,fluid power,pneumatics,pneumatic valves,pneu industrial valves
14595790,MDWBL32-800-XC35,FLUID POWER,PNEUMATICS,PNEUMATIC VALVES,PNEU INDUSTRIAL VALVES,Motion,mdwbl32 800 xc35,fluid power,pneumatics,pneumatic valves,pneu industrial valves
07297145,"VP744-5DZ1-04N-S1-X555  VALVE, SOL, JPN",FLUID POWER,PNEUMATICS,PNEUMATIC VALVES,PNEU INDUSTRIAL VALVES,Motion,vp744 5dz1 04n s1 x555 valve sol jpn,fluid power,pneumatics,pneumatic valves,pneu industrial valves
05915999,EX9-AC030EN-PSRJ COM CABLE CON M12,FLUID POWER,PNEUMATICS,PNEUMATIC VALVES,PNEU INDUSTRIAL VALVES,Motion,ex9 ac030en psrj com cable con m12,fluid power,pneumatics,pneumatic valves,pneu industrial valves
03651089,D-M9BWL INLINE SOLID 2 WIRE DIRECT,FLUID POWER,PNEUMATICS,PNEUMATIC VALVES,PNEU INDUSTRIAL VALVES,Motion,d m9bwl inline solid 2 wire direct,fluid power,pneumatics,pneumatic valves,pneu industrial valves
02007350,VFS2100-5FZ VALVE,FLUID POWER,PNEUMATICS,PNEUMATIC VALVES,PNEU INDUSTRIAL VALVES,Motion,vfs2100 5fz valve,fluid power,pneumatics,pneumatic valves,pneu industrial valves
02021755,VVFS2000-22A-1  CHECK SPACER NVFS2000,FLUID POWER,PNEUMATICS,PNEUMATIC VALVES,PNEU INDUSTRIAL VALVES,Motion,vvfs2000 22a 1 check spacer nvfs2000,fluid power,pneumatics,pneumatic valves,pneu industrial valves
05782818,VFS2100-5FZ-02T VALVE SGL PLUG-IN BASE,FLUID POWER,PNEUMATICS,PNEUMATIC VALVES,PNEU INDUSTRIAL VALVES,Motion,vfs2100 5fz 02t valve sgl plug in base,fluid power,pneumatics,pneumatic valves,pneu industrial valves
04047000,VT8210G009DC24/DC,FLUID POWER,PNEUMATICS,PNEUMATIC VALVES,PNEU INDUSTRIAL VALVES,Motion,vt8210g009dc24 dc,fluid power,pneumatics,pneumatic valves,pneu industrial valves
05558383,AV-SOL-4-24VDC-1.8 SOLENOID,FLUID POWER,PNEUMATICS,PNEUMATIC VALVES,PNEU INDUSTRIAL VALVES,Motion,av sol 4 24vdc 1 8 solenoid,fluid power,pneumatics,pneumatic valves,pneu industrial valves
07508502,VQC4401-51-X61,FLUID POWER,PNEUMATICS,PNEUMATIC VALVES,PNEU INDUSTRIAL VALVES,Motion,vqc4401 51 x61,fluid power,pneumatics,pneumatic valves,pneu industrial valves
03597782,"VSS8-4-FG-S-3VZ VALVE, ISO",FLUID POWER,PNEUMATICS,PNEUMATIC VALVES,PNEU INDUSTRIAL VALVES,Motion,vss8 4 fg s 3vz valve iso,fluid power,pneumatics,pneumatic valves,pneu industrial valves
06743442,"SY7420-5YO-02N  VALVE, DBL SOL",FLUID POWER,PNEUMATICS,PNEUMATIC VALVES,PNEU INDUSTRIAL VALVES,Motion,sy7420 5yo 02n valve dbl sol,fluid power,pneumatics,pneumatic valves,pneu industrial valves
14820349,1035H79105,FLUID POWER,PNEUMATICS,PNEUMATIC VALVES,PNEU INDUSTRIAL VALVES,Motion,1035h79105,fluid power,pneumatics,pneumatic valves,pneu industrial valves
02007150,VFR4300-5FZ  VALVE SOL 24VDC,FLUID POWER,PNEUMATICS,PNEUMATIC VALVES,PNEU INDUSTRIAL VALVES,Motion,vfr4300 5fz valve sol 24vdc,fluid power,pneumatics,pneumatic valves,pneu industrial valves
05436493,8263H200AC120/60D,FLUID POWER,PNEUMATICS,PNEUMATIC VALVES,PNEU INDUSTRIAL VALVES,Motion,8263h200ac120 60d,fluid power,pneumatics,pneumatic valves,pneu industrial valves
02040690,BT-08  SWITCH MOUNTING BRACKET,FLUID POWER,PNEUMATICS,PNEUMATIC VALVES,PNEU INDUSTRIAL VALVES,Motion,bt 08 switch mounting bracket,fluid power,pneumatics,pneumatic valves,pneu industrial valves
01107508,56C-17-111AA  VALVE,FLUID POWER,PNEUMATICS,PNEUMATIC VALVES,PNEU INDUSTRIAL VALVES,Motion,56c 17 111aa valve,fluid power,pneumatics,pneumatic valves,pneu industrial valves
04058727,PME-591-JM  24VDC COIL,FLUID POWER,PNEUMATICS,PNEUMATIC VALVES,PNEU INDUSTRIAL VALVES,Motion,pme 591 jm 24vdc coil,fluid power,pneumatics,pneumatic valves,pneu industrial valves
07340403,LEMAX90X14S VACUUM GENERATOR,FLUID POWER,PNEUMATICS,PNEUMATIC VALVES,PNEU INDUSTRIAL VALVES,Motion,lemax90x14s vacuum generator,fluid power,pneumatics,pneumatic valves,pneu industrial valves
06781450,AR20K-N02BG-Z-B REGULATOR,FLUID POWER,PNEUMATICS,PNEUMATIC VALVES,PNEU INDUSTRIAL VALVES,Motion,ar20k n02bg z b regulator,fluid power,pneumatics,pneumatic valves,pneu industrial valves
06669467,MPG-PLUS 50  0305531,FLUID POWER,PNEUMATICS,PNEUMATIC VALVES,PNEU INDUSTRIAL VALVES,Motion,mpg plus 50 0305531,fluid power,pneumatics,pneumatic valves,pneu industrial valves
13590825,SY7200-5U1-NA,FLUID POWER,PNEUMATICS,PNEUMATIC VALVES,PNEU INDUSTRIAL VALVES,Motion,sy7200 5u1 na,fluid power,pneumatics,pneumatic valves,pneu industrial valves
07856294,153374  QSMY-6-4  Y-PUSH CONNECTOR,FLUID POWER,PNEUMATICS,PNEUMATIC VALVES,PNEU INDUSTRIAL VALVES,Motion,153374 qsmy 6 4 y push connector,fluid power,pneumatics,pneumatic valves,pneu industrial valves
02022350,VVQ2000-51A-N7  FITTING ASSY,FLUID POWER,PNEUMATICS,PNEUMATIC VALVES,PNEU INDUSTRIAL VALVES,Motion,vvq2000 51a n7 fitting assy,fluid power,pneumatics,pneumatic valves,pneu industrial valves
02022349,VVQ2000-51A-N11  FITTING ASSY,FLUID POWER,PNEUMATICS,PNEUMATIC VALVES,PNEU INDUSTRIAL VALVES,Motion,vvq2000 51a n11 fitting assy,fluid power,pneumatics,pneumatic valves,pneu industrial valves
