Supplier Part Number,Part Description,Category L1,Category L2,Category L3,Category L4,Supplier,Part Description - Cleaned,Category L1 - Cleaned,Category L2 - Cleaned,Category L3 - Cleaned,Category L4 - Cleaned,predicted_label,predicted_distance,predicted_similarity,topk_labels,topk_distances,topk_similarities
678589,B75 HI-POWER II V BELT,POWER TRANSMISSION,V-BELTS,STD V-BELTS,A-E V-BELTS,Motion,b75 hi power ii v belt,power transmission,v belts,std v belts,a e v belts,Automation Mechanical,0.8506505250930787,0.1493494749069213,"Automation Mechanical, Safety, PPE","0.8507, 0.8733, 0.8756","0.1493, 0.1267, 0.1244"
1812783,BX89 TRI-POWER BELT,POWER TRANSMISSION,V-BELTS,STD V-BELTS,A-E V-BELTS,Motion,bx89 tri power belt,power transmission,v belts,std v belts,a e v belts,Automation Mechanical,0.842552900314331,0.15744709968566895,"Automation Mechanical, PPE, Safety","0.8426, 0.8566, 0.8670","0.1574, 0.1434, 0.1330"
714083,B45 HI-POWER II V BELT,POWER TRANSMISSION,V-BELTS,STD V-BELTS,A-E V-BELTS,Motion,b45 hi power ii v belt,power transmission,v belts,std v belts,a e v belts,Automation Mechanical,0.8501702785491945,0.14982972145080553,"Automation Mechanical, Safety, PPE","0.8502, 0.8747, 0.8763","0.1498, 0.1253, 0.1237"
678715,B95 HI-POWER II V BELT,POWER TRANSMISSION,V-BELTS,STD V-BELTS,A-E V-BELTS,Motion,b95 hi power ii v belt,power transmission,v belts,std v belts,a e v belts,Automation Mechanical,0.8515842676162719,0.14841573238372807,"Automation Mechanical, Safety, PPE","0.8516, 0.8732, 0.8743","0.1484, 0.1268, 0.1257"
678395,B34 HI-POWER II V BELT,POWER TRANSMISSION,V-BELTS,STD V-BELTS,A-E V-BELTS,Motion,b34 hi power ii v belt,power transmission,v belts,std v belts,a e v belts,Automation Mechanical,0.8538064956665039,0.1461935043334961,"Automation Mechanical, Safety, PPE","0.8538, 0.8710, 0.8794","0.1462, 0.1290, 0.1206"
719369,AX38 TRI-POWER BELT,POWER TRANSMISSION,V-BELTS,STD V-BELTS,A-E V-BELTS,Motion,ax38 tri power belt,power transmission,v belts,std v belts,a e v belts,Automation Mechanical,0.8384104728698731,0.16158952713012686,"Automation Mechanical, PPE, Safety","0.8384, 0.8605, 0.8670","0.1616, 0.1395, 0.1330"
677696,A55 HI-POWER II V BELT,POWER TRANSMISSION,V-BELTS,STD V-BELTS,A-E V-BELTS,Motion,a55 hi power ii v belt,power transmission,v belts,std v belts,a e v belts,Automation Mechanical,0.8451232314109802,0.15487676858901978,"Automation Mechanical, Safety, PPE","0.8451, 0.8721, 0.8795","0.1549, 0.1279, 0.1205"
679294,C55 HI-POWER II V BELT,POWER TRANSMISSION,V-BELTS,STD V-BELTS,A-E V-BELTS,Motion,c55 hi power ii v belt,power transmission,v belts,std v belts,a e v belts,Automation Mechanical,0.8467435002326966,0.15325649976730338,"Automation Mechanical, Safety, PPE","0.8467, 0.8733, 0.8809","0.1533, 0.1267, 0.1191"
719322,AX33 TRI-POWER BELT,POWER TRANSMISSION,V-BELTS,STD V-BELTS,A-E V-BELTS,Motion,ax33 tri power belt,power transmission,v belts,std v belts,a e v belts,Automation Mechanical,0.8409864425659179,0.15901355743408208,"Automation Mechanical, PPE, Safety","0.8410, 0.8619, 0.8633","0.1590, 0.1381, 0.1367"
677525,A38 HI-POWER II V BELT,POWER TRANSMISSION,V-BELTS,STD V-BELTS,A-E V-BELTS,Motion,a38 hi power ii v belt,power transmission,v belts,std v belts,a e v belts,Automation Mechanical,0.8457087397575378,0.1542912602424622,"Automation Mechanical, Safety, PPE","0.8457, 0.8744, 0.8761","0.1543, 0.1256, 0.1239"
677932,A80 HI-POWER II V BELT,POWER TRANSMISSION,V-BELTS,STD V-BELTS,A-E V-BELTS,Motion,a80 hi power ii v belt,power transmission,v belts,std v belts,a e v belts,Automation Mechanical,0.8428031086921692,0.15719689130783077,"Automation Mechanical, PPE, Safety","0.8428, 0.8668, 0.8697","0.1572, 0.1332, 0.1303"
678608,B78 HI-POWER II V BELT,POWER TRANSMISSION,V-BELTS,STD V-BELTS,A-E V-BELTS,Motion,b78 hi power ii v belt,power transmission,v belts,std v belts,a e v belts,Automation Mechanical,0.8507400393486024,0.14925996065139757,"Automation Mechanical, PPE, Safety","0.8507, 0.8723, 0.8735","0.1493, 0.1277, 0.1265"
678685,B88 HI-POWER II V BELT,POWER TRANSMISSION,V-BELTS,STD V-BELTS,A-E V-BELTS,Motion,b88 hi power ii v belt,power transmission,v belts,std v belts,a e v belts,Automation Mechanical,0.8538654685020448,0.1461345314979552,"Automation Mechanical, PPE, Safety","0.8539, 0.8658, 0.8723","0.1461, 0.1342, 0.1277"
678715,B95 HI-POWER II V BELT,POWER TRANSMISSION,V-BELTS,STD V-BELTS,A-E V-BELTS,Motion,b95 hi power ii v belt,power transmission,v belts,std v belts,a e v belts,Automation Mechanical,0.8515842676162719,0.14841573238372807,"Automation Mechanical, Safety, PPE","0.8516, 0.8732, 0.8743","0.1484, 0.1268, 0.1257"
714083,B45 HI-POWER II V BELT,POWER TRANSMISSION,V-BELTS,STD V-BELTS,A-E V-BELTS,Motion,b45 hi power ii v belt,power transmission,v belts,std v belts,a e v belts,Automation Mechanical,0.8501702785491945,0.14982972145080553,"Automation Mechanical, Safety, PPE","0.8502, 0.8747, 0.8763","0.1498, 0.1253, 0.1237"
714098,B69 HI-POWER II V BELT,POWER TRANSMISSION,V-BELTS,STD V-BELTS,A-E V-BELTS,Motion,b69 hi power ii v belt,power transmission,v belts,std v belts,a e v belts,Automation Mechanical,0.8516708970069886,0.14832910299301139,"Automation Mechanical, Safety, PPE","0.8517, 0.8737, 0.8782","0.1483, 0.1263, 0.1218"
719751,BX61 TRI-POWER BELT,POWER TRANSMISSION,V-BELTS,STD V-BELTS,A-E V-BELTS,Motion,bx61 tri power belt,power transmission,v belts,std v belts,a e v belts,Automation Mechanical,0.8409607887268067,0.15903921127319331,"Automation Mechanical, PPE, Safety","0.8410, 0.8667, 0.8688","0.1590, 0.1333, 0.1312"
4371752,A23 HI-POWER II V BELT,POWER TRANSMISSION,V-BELTS,STD V-BELTS,A-E V-BELTS,Motion,a23 hi power ii v belt,power transmission,v belts,std v belts,a e v belts,Automation Mechanical,0.8489659786224366,0.1510340213775634,"Automation Mechanical, Safety, PPE","0.8490, 0.8673, 0.8760","0.1510, 0.1327, 0.1240"
14328398,B50 V-BELT,POWER TRANSMISSION,V-BELTS,STD V-BELTS,A-E V-BELTS,Motion,b50 v belt,power transmission,v belts,std v belts,a e v belts,Automation Mechanical,0.8403902769088745,0.15960972309112553,"Automation Mechanical, PPE, Safety","0.8404, 0.8677, 0.8691","0.1596, 0.1323, 0.1309"
1557728,16460  16AA10  010X12X120  STEEL SHIM,INDUSTRIAL SUPPLIES,SHOP/FACILITY/PRODUCTION,FASTENERS/HARDWARE,"SHIM, SHIM STOCK",Motion,16460 16aa10 010x12x120 steel shim,industrial supplies,shop facility production,fasteners hardware,shim shim stock,General,0.7049431681632996,0.2950568318367004,"General, Cutting Tools, Automation Welding","0.7049, 0.7444, 0.7852","0.2951, 0.2556, 0.2148"
1557837,16974  .20MM X 150MM X 2.5M STEEL SHM,INDUSTRIAL SUPPLIES,SHOP/FACILITY/PRODUCTION,FASTENERS/HARDWARE,"SHIM, SHIM STOCK",Motion,16974 20mm x 150mm x 2 5m steel shm,industrial supplies,shop facility production,fasteners hardware,shim shim stock,General,0.7060031890869141,0.29399681091308594,"General, Cutting Tools, Gasses","0.7060, 0.7543, 0.7903","0.2940, 0.2457, 0.2097"
1558368,22971  .05MM X 150MM X 1.5M STNLS SHM,INDUSTRIAL SUPPLIES,SHOP/FACILITY/PRODUCTION,FASTENERS/HARDWARE,"SHIM, SHIM STOCK",Motion,22971 05mm x 150mm x 1 5m stnls shm,industrial supplies,shop facility production,fasteners hardware,shim shim stock,General,0.7067572832107545,0.2932427167892455,"General, Cutting Tools, Gasses","0.7068, 0.7747, 0.7940","0.2932, 0.2253, 0.2060"
1558368,22971  .05MM X 150MM X 1.25M STNLS SHM,INDUSTRIAL SUPPLIES,SHOP/FACILITY/PRODUCTION,FASTENERS/HARDWARE,"SHIM, SHIM STOCK",Motion,22971 05mm x 150mm x 1 25m stnls shm,industrial supplies,shop facility production,fasteners hardware,shim shim stock,General,0.710492205619812,0.28950779438018803,"General, Cutting Tools, Gasses","0.7105, 0.7751, 0.7929","0.2895, 0.2249, 0.2071"
1558373,22976  .30MM X 150MM X 1.5M STNLS SHM,INDUSTRIAL SUPPLIES,SHOP/FACILITY/PRODUCTION,FASTENERS/HARDWARE,"SHIM, SHIM STOCK",Motion,22976 30mm x 150mm x 1 5m stnls shm,industrial supplies,shop facility production,fasteners hardware,shim shim stock,General,0.7095274567604064,0.2904725432395936,"General, Cutting Tools, Gasses","0.7095, 0.7741, 0.7927","0.2905, 0.2259, 0.2073"
1601415,P-LP-425  REEL W/HOSE,INDUSTRIAL SUPPLIES,SHOP/FACILITY/PRODUCTION,SHIPPING/PACKING,TOOLS/EQUIPMENT,Motion,p lp 425 reel w hose,industrial supplies,shop facility production,shipping packing,tools equipment,Office Supplies,0.6616476893424987,0.33835231065750127,"Office Supplies, General, Cutting Tools","0.6616, 0.6630, 0.7027","0.3384, 0.3370, 0.2973"
2452561,DURPC1300 PROCELL ALKALINE BATTERY D,INDUSTRIAL SUPPLIES,SHOP/FACILITY/PRODUCTION,ELECTRICAL PRODUCTS,FLASHLIGHTS & BATTERIES,Motion,durpc1300 procell alkaline battery d,industrial supplies,shop facility production,electrical products,flashlights batteries,General,0.7478488564491272,0.25215114355087276,"General, Office Supplies, Automation Electrical","0.7478, 0.7486, 0.7638","0.2522, 0.2514, 0.2362"
2537657,DURPC1500 PROCELL ALKALINE BATTERY AA,INDUSTRIAL SUPPLIES,SHOP/FACILITY/PRODUCTION,ELECTRICAL PRODUCTS,FLASHLIGHTS & BATTERIES,Motion,durpc1500 procell alkaline battery aa,industrial supplies,shop facility production,electrical products,flashlights batteries,Office Supplies,0.7467922806739807,0.25320771932601926,"Office Supplies, General, Automation Electrical","0.7468, 0.7489, 0.7618","0.2532, 0.2511, 0.2382"
2537659,DURPC1604 PROCELL ALKALINE BATTERY 9V,INDUSTRIAL SUPPLIES,SHOP/FACILITY/PRODUCTION,ELECTRICAL PRODUCTS,FLASHLIGHTS & BATTERIES,Motion,durpc1604 procell alkaline battery 9v,industrial supplies,shop facility production,electrical products,flashlights batteries,General,0.730488085746765,0.26951191425323495,"General, Office Supplies, Safety","0.7305, 0.7480, 0.7602","0.2695, 0.2520, 0.2398"
2538037,DURPC1400 PROCELL ALKALINE BATTERY- C,INDUSTRIAL SUPPLIES,SHOP/FACILITY/PRODUCTION,ELECTRICAL PRODUCTS,FLASHLIGHTS & BATTERIES,Motion,durpc1400 procell alkaline battery c,industrial supplies,shop facility production,electrical products,flashlights batteries,General,0.7417266964912415,0.25827330350875854,"General, Office Supplies, Automation Electrical","0.7417, 0.7429, 0.7582","0.2583, 0.2571, 0.2418"
2659221,0208-20201 MERV 8 PLEAT 20X20X1,INDUSTRIAL SUPPLIES,SHOP/FACILITY/PRODUCTION,FACILITY REPAIRS/MAINT.,HVAC FILTRATION,Motion,0208 20201 merv 8 pleat 20x20x1,industrial supplies,shop facility production,facility repairs maint,hvac filtration,General,0.6798158526420593,0.32018414735794065,"General, Safety, Gasses","0.6798, 0.7517, 0.7644","0.3202, 0.2483, 0.2356"
2937473,85177 / CR123A (12-PACK) BATTERY,INDUSTRIAL SUPPLIES,SHOP/FACILITY/PRODUCTION,ELECTRICAL PRODUCTS,FLASHLIGHTS & BATTERIES,Motion,85177 cr123a 12 pack battery,industrial supplies,shop facility production,electrical products,flashlights batteries,General,0.7289203524589538,0.2710796475410462,"General, Office Supplies, Safety","0.7289, 0.7488, 0.7585","0.2711, 0.2512, 0.2415"
3214181,0208-24242 MERV 8 PLEAT 24X24X2,INDUSTRIAL SUPPLIES,SHOP/FACILITY/PRODUCTION,FACILITY REPAIRS/MAINT.,HVAC FILTRATION,Motion,0208 24242 merv 8 pleat 24x24x2,industrial supplies,shop facility production,facility repairs maint,hvac filtration,General,0.6769421696662903,0.3230578303337097,"General, Safety, Gasses","0.6769, 0.7469, 0.7514","0.3231, 0.2531, 0.2486"
3516417,"40"" WIDE X 90'X 1"" THICK POLYESTER",INDUSTRIAL SUPPLIES,SHOP/FACILITY/PRODUCTION,FACILITY REPAIRS/MAINT.,HVAC FILTRATION,Motion,40 wide x 90 x 1 thick polyester,industrial supplies,shop facility production,facility repairs maint,hvac filtration,General,0.6788211941719056,0.32117880582809444,"General, Safety, Gasses","0.6788, 0.7385, 0.7497","0.3212, 0.2615, 0.2503"
5635484,DURDL2032B2PK DL2032 COIN CELL LITHIUM,INDUSTRIAL SUPPLIES,SHOP/FACILITY/PRODUCTION,ELECTRICAL PRODUCTS,FLASHLIGHTS & BATTERIES,Motion,durdl2032b2pk dl2032 coin cell lithium,industrial supplies,shop facility production,electrical products,flashlights batteries,Office Supplies,0.7516205072402954,0.2483794927597046,"Office Supplies, General, Safety","0.7516, 0.7530, 0.7625","0.2484, 0.2470, 0.2375"
7424187,221-412 SPLICE CONN. 2 COND.,INDUSTRIAL SUPPLIES,SHOP/FACILITY/PRODUCTION,ELECTRICAL PRODUCTS,TAPES/WIRE CON/CABLE TIES,Motion,221 412 splice conn 2 cond,industrial supplies,shop facility production,electrical products,tapes wire con cable ties,General,0.7410128831863404,0.2589871168136596,"General, Automation Welding, Gasses","0.7410, 0.7601, 0.7625","0.2590, 0.2399, 0.2375"
8788275,10128 PROBE,INDUSTRIAL SUPPLIES,SHOP/FACILITY/PRODUCTION,ELECTRICAL PRODUCTS,OTHER ELECTRICAL PRODUCTS,Motion,10128 probe,industrial supplies,shop facility production,electrical products,other electrical products,Automation Electrical,0.7073723673820496,0.29262763261795044,"Automation Electrical, General, Automation Welding","0.7074, 0.7095, 0.7292","0.2926, 0.2905, 0.2708"
8820224,HPS-RT-K-18G-12 PROBE,INDUSTRIAL SUPPLIES,SHOP/FACILITY/PRODUCTION,ELECTRICAL PRODUCTS,OTHER ELECTRICAL PRODUCTS,Motion,hps rt k 18g 12 probe,industrial supplies,shop facility production,electrical products,other electrical products,General,0.7038857579231262,0.29611424207687376,"General, Automation Electrical, Automation Welding","0.7039, 0.7158, 0.7306","0.2961, 0.2842, 0.2694"
11052490,APR040M LOCATING PIN,INDUSTRIAL SUPPLIES,SHOP/FACILITY/PRODUCTION,FASTENERS/HARDWARE,FASTENING EQUIPMENT,Motion,apr040m locating pin,industrial supplies,shop facility production,fasteners hardware,fastening equipment,General,0.6968374252319337,0.3031625747680663,"General, Cutting Tools, Automation Welding","0.6968, 0.7332, 0.7464","0.3032, 0.2668, 0.2536"
11958798,01723 2SP/3SP FAN MOTOR PULL SWITCH,INDUSTRIAL SUPPLIES,SHOP/FACILITY/PRODUCTION,ELECTRICAL PRODUCTS,"FANS, BLOWERS, HEATERS",Motion,01723 2sp 3sp fan motor pull switch,industrial supplies,shop facility production,electrical products,fans blowers heaters,General,0.7482563138008117,0.2517436861991883,"General, Gasses, Automation Electrical","0.7483, 0.7518, 0.7639","0.2517, 0.2482, 0.2361"
14081318,C 30 850/2 FILTER,INDUSTRIAL SUPPLIES,SHOP/FACILITY/PRODUCTION,FACILITY REPAIRS/MAINT.,HVAC FILTRATION,Motion,c 30 850 2 filter,industrial supplies,shop facility production,facility repairs maint,hvac filtration,General,0.6863749265670777,0.31362507343292234,"General, Gasses, Safety","0.6864, 0.7517, 0.7557","0.3136, 0.2483, 0.2443"
14095901,2210254 STUD ANCHOR KB-TZ2 1/2X3 3/4,INDUSTRIAL SUPPLIES,SHOP/FACILITY/PRODUCTION,FASTENERS/HARDWARE,BOLTS & NUTS,Motion,2210254 stud anchor kb tz2 1 2x3 3 4,industrial supplies,shop facility production,fasteners hardware,bolts nuts,General,0.7114102840423584,0.2885897159576416,"General, Cutting Tools, Tools","0.7114, 0.7235, 0.7515","0.2886, 0.2765, 0.2485"
14468834,250-0071 STOP COLLAR,INDUSTRIAL SUPPLIES,SHOP/FACILITY/PRODUCTION,FASTENERS/HARDWARE,OTHER FASTENERS/HARDWARE,Motion,250 0071 stop collar,industrial supplies,shop facility production,fasteners hardware,other fasteners hardware,General,0.7029593586921692,0.2970406413078308,"General, Cutting Tools, Tools","0.7030, 0.7342, 0.7482","0.2970, 0.2658, 0.2518"
14846614,ASH3,INDUSTRIAL SUPPLIES,SHOP/FACILITY/PRODUCTION,FASTENERS/HARDWARE,"SHIM, SHIM STOCK",Motion,ash3,industrial supplies,shop facility production,fasteners hardware,shim shim stock,General,0.7333129644393922,0.2666870355606078,"General, Cutting Tools, Gasses","0.7333, 0.7832, 0.7941","0.2667, 0.2168, 0.2059"
14917154,"ASH1N-KIT SINGLE SLOT, 20MM THICK SHIM",INDUSTRIAL SUPPLIES,SHOP/FACILITY/PRODUCTION,FASTENERS/HARDWARE,"SHIM, SHIM STOCK",Motion,ash1n kit single slot 20mm thick shim,industrial supplies,shop facility production,fasteners hardware,shim shim stock,General,0.7249177932739257,0.2750822067260743,"General, Cutting Tools, Gasses","0.7249, 0.7446, 0.7945","0.2751, 0.2554, 0.2055"
15486877,JF-9000,INDUSTRIAL SUPPLIES,SHOP/FACILITY/PRODUCTION,TAPES,MASKING PRODUCTS,Motion,jf 9000,industrial supplies,shop facility production,tapes,masking products,General,0.7361672639846802,0.26383273601531976,"General, Safety, Office Supplies","0.7362, 0.7606, 0.7630","0.2638, 0.2394, 0.2370"
1336144,FREIGHT ONLY,INDUSTRIAL SUPPLIES,SHOP/FACILITY/PRODUCTION,UNCODED SHOP FACILITIES,UNCODED SHOP FACILITIES,Motion,freight only,industrial supplies,shop facility production,uncoded shop facilities,uncoded shop facilities,General,0.6621134400367737,0.33788655996322625,"General, Office Supplies, Safety","0.6621, 0.6853, 0.7436","0.3379, 0.3147, 0.2564"
1336144,FREIGHT ONLY,INDUSTRIAL SUPPLIES,SHOP/FACILITY/PRODUCTION,FASTENERS/HARDWARE,FASTENING EQUIPMENT,Motion,freight only,industrial supplies,shop facility production,fasteners hardware,fastening equipment,General,0.6641296982765198,0.3358703017234802,"General, Cutting Tools, Tools","0.6641, 0.6995, 0.7126","0.3359, 0.3005, 0.2874"
1465133,IN-COMING FREIGHT CHARGES,INDUSTRIAL SUPPLIES,SHOP/FACILITY/PRODUCTION,FACILITY REPAIRS/MAINT.,HVAC FILTRATION,Motion,in coming freight charges,industrial supplies,shop facility production,facility repairs maint,hvac filtration,General,0.6591745615005493,0.3408254384994507,"General, Gasses, Automation Welding","0.6592, 0.7397, 0.7454","0.3408, 0.2603, 0.2546"
4324504,49602 SHANK 20MMX1.00,INDUSTRIAL SUPPLIES,SHOP/FACILITY/PRODUCTION,FASTENERS/HARDWARE,THREADED RODS / STUDS,Motion,49602 shank 20mmx1 00,industrial supplies,shop facility production,fasteners hardware,threaded rods studs,General,0.7111425638198853,0.2888574361801147,"General, Cutting Tools, Tools","0.7111, 0.7152, 0.7625","0.2889, 0.2848, 0.2375"
4503355,"VK20 20"" VERSA-KOOL FAN W/ MOUNT",INDUSTRIAL SUPPLIES,SHOP/FACILITY/PRODUCTION,ELECTRICAL PRODUCTS,FLASHLIGHTS & BATTERIES,Motion,vk20 20 versa kool fan w mount,industrial supplies,shop facility production,electrical products,flashlights batteries,General,0.7440404415130615,0.2559595584869385,"General, Automation Welding, Gasses","0.7440, 0.7596, 0.7605","0.2560, 0.2404, 0.2395"
5491922,C30-375 FILTER,INDUSTRIAL SUPPLIES,SHOP/FACILITY/PRODUCTION,FACILITY REPAIRS/MAINT.,HVAC FILTRATION,Motion,c30 375 filter,industrial supplies,shop facility production,facility repairs maint,hvac filtration,General,0.6894267320632935,0.3105732679367065,"General, Safety, Gasses","0.6894, 0.7553, 0.7607","0.3106, 0.2447, 0.2393"
8259516,IA003103E101 CLOSED-BLACK TILE,INDUSTRIAL SUPPLIES,SHOP/FACILITY/PRODUCTION,"LADDERS, FACILITY PROTECT",OTHER FACILITY PROTECTION,Motion,ia003103e101 closed black tile,industrial supplies,shop facility production,ladders facility protect,other facility protection,Safety,0.6713349223136902,0.3286650776863098,"Safety, General, PPE","0.6713, 0.7067, 0.7515","0.3287, 0.2933, 0.2485"
8259517,IA006112V108 EDGE RAMP SIDE MALE YELLOW,INDUSTRIAL SUPPLIES,SHOP/FACILITY/PRODUCTION,"LADDERS, FACILITY PROTECT",OTHER FACILITY PROTECTION,Motion,ia006112v108 edge ramp side male yellow,industrial supplies,shop facility production,ladders facility protect,other facility protection,Safety,0.6656017303466797,0.3343982696533203,"Safety, General, PPE","0.6656, 0.7185, 0.7490","0.3344, 0.2815, 0.2510"
8749282,UWP-28-100 WEAR PLATES,INDUSTRIAL SUPPLIES,SHOP/FACILITY/PRODUCTION,FASTENERS/HARDWARE,FASTENING EQUIPMENT,Motion,uwp 28 100 wear plates,industrial supplies,shop facility production,fasteners hardware,fastening equipment,General,0.6806391835212707,0.31936081647872927,"General, Automation Welding, Cutting Tools","0.6806, 0.7053, 0.7064","0.3194, 0.2947, 0.2936"
8912039,3842528718 T-HEAD BOLT M8X25,INDUSTRIAL SUPPLIES,SHOP/FACILITY/PRODUCTION,FASTENERS/HARDWARE,BOLTS & NUTS,Motion,3842528718 t head bolt m8x25,industrial supplies,shop facility production,fasteners hardware,bolts nuts,General,0.7204700827598572,0.27952991724014276,"General, Cutting Tools, Tools","0.7205, 0.7289, 0.7398","0.2795, 0.2711, 0.2602"
12030664,CE25SP-06202-39-08 C/W 6006DDU,INDUSTRIAL SUPPLIES,SHOP/FACILITY/PRODUCTION,SHIPPING/PACKING,TOOLS/EQUIPMENT,Motion,ce25sp 06202 39 08 c w 6006ddu,industrial supplies,shop facility production,shipping packing,tools equipment,Office Supplies,0.6665615320205689,0.3334384679794311,"Office Supplies, General, Cutting Tools","0.6666, 0.6740, 0.6984","0.3334, 0.3260, 0.3016"
14933204,SCE-108401 REPLACEMENT FILTER,INDUSTRIAL SUPPLIES,SHOP/FACILITY/PRODUCTION,FACILITY REPAIRS/MAINT.,HVAC FILTRATION,Motion,sce 108401 replacement filter,industrial supplies,shop facility production,facility repairs maint,hvac filtration,General,0.6765421748161317,0.32345782518386834,"General, Safety, Gasses","0.6765, 0.7640, 0.7762","0.3235, 0.2360, 0.2238"
15350528,WM36D-B,INDUSTRIAL SUPPLIES,SHOP/FACILITY/PRODUCTION,ELECTRICAL PRODUCTS,"FANS, BLOWERS, HEATERS",Motion,wm36d b,industrial supplies,shop facility production,electrical products,fans blowers heaters,General,0.7330446839332581,0.26695531606674194,"General, Gasses, Office Supplies","0.7330, 0.7424, 0.7600","0.2670, 0.2576, 0.2400"
15630986,1001621278 HUSKY 77-INCH W X 78-INCH H X,INDUSTRIAL SUPPLIES,SHOP/FACILITY/PRODUCTION,"STORAGE, CONTAINERS",SHELVING & BINS,Motion,1001621278 husky 77 inch w x 78 inch h x,industrial supplies,shop facility production,storage containers,shelving bins,Office Supplies,0.6988489389419557,0.30115106105804434,"Office Supplies, General, Gasses","0.6988, 0.7235, 0.7651","0.3012, 0.2765, 0.2349"
15632795,COMFORT MITRE MALE YELLOW - IA006114V108,INDUSTRIAL SUPPLIES,SHOP/FACILITY/PRODUCTION,FACILITY REPAIRS/MAINT.,POWERED WAREHOUSE EQUIP,Motion,comfort mitre male yellow ia006114v108,industrial supplies,shop facility production,facility repairs maint,powered warehouse equip,General,0.6817452311515809,0.3182547688484191,"General, Office Supplies, Safety","0.6817, 0.7486, 0.7521","0.3183, 0.2514, 0.2479"
8259516,IA003103E101 CLOSED-BLACK TILE,INDUSTRIAL SUPPLIES,SHOP/FACILITY/PRODUCTION,"LADDERS, FACILITY PROTECT",OTHER FACILITY PROTECTION,Motion,ia003103e101 closed black tile,industrial supplies,shop facility production,ladders facility protect,other facility protection,Safety,0.6713349580764771,0.32866504192352286,"Safety, General, PPE","0.6713, 0.7067, 0.7515","0.3287, 0.2933, 0.2485"
8259517,IA006112V108 EDGE RAMP SIDE MALE YELLOW,INDUSTRIAL SUPPLIES,SHOP/FACILITY/PRODUCTION,"LADDERS, FACILITY PROTECT",OTHER FACILITY PROTECTION,Motion,ia006112v108 edge ramp side male yellow,industrial supplies,shop facility production,ladders facility protect,other facility protection,Safety,0.6656017422676086,0.3343982577323914,"Safety, General, PPE","0.6656, 0.7185, 0.7490","0.3344, 0.2815, 0.2510"
12030664,CE25SP-06202-39-08 C/W 6006DDU,INDUSTRIAL SUPPLIES,SHOP/FACILITY/PRODUCTION,SHIPPING/PACKING,TOOLS/EQUIPMENT,Motion,ce25sp 06202 39 08 c w 6006ddu,industrial supplies,shop facility production,shipping packing,tools equipment,Office Supplies,0.6665615320205689,0.3334384679794311,"Office Supplies, General, Cutting Tools","0.6666, 0.6740, 0.6984","0.3334, 0.3260, 0.3016"
15630986,1001621278 HUSKY 77-INCH W X 78-INCH H X,INDUSTRIAL SUPPLIES,SHOP/FACILITY/PRODUCTION,"STORAGE, CONTAINERS",SHELVING & BINS,Motion,1001621278 husky 77 inch w x 78 inch h x,industrial supplies,shop facility production,storage containers,shelving bins,Office Supplies,0.6988489270210267,0.30115107297897326,"Office Supplies, General, Gasses","0.6988, 0.7235, 0.7651","0.3012, 0.2765, 0.2349"
15473453,SPA-4B,INDUSTRIAL SUPPLIES,SHOP/FACILITY/PRODUCTION,FASTENERS/HARDWARE,OTHER FASTENERS/HARDWARE,Motion,spa 4b,industrial supplies,shop facility production,fasteners hardware,other fasteners hardware,General,0.6841341257095337,0.3158658742904663,"General, Cutting Tools, Tools","0.6841, 0.7298, 0.7523","0.3159, 0.2702, 0.2477"
5906301,UG EX 508-4  EXTENSION,INDUSTRIAL SUPPLIES,SHOP/FACILITY/PRODUCTION,TAPES,OTHER TAPES,Motion,ug ex 508 4 extension,industrial supplies,shop facility production,tapes,other tapes,General,0.7482291340827942,0.25177086591720577,"General, Office Supplies, Automation Welding","0.7482, 0.7648, 0.8020","0.2518, 0.2352, 0.1980"
1551072,5402-8  MRO KIT 1/2-20UNF F/R,INDUSTRIAL SUPPLIES,SHOP/FACILITY/PRODUCTION,FASTENERS/HARDWARE,ANCHORS/THREADING,Motion,5402 8 mro kit 1 2 20unf f r,industrial supplies,shop facility production,fasteners hardware,anchors threading,General,0.6728731989860535,0.32712680101394653,"General, Cutting Tools, Tools","0.6729, 0.7390, 0.7754","0.3271, 0.2610, 0.2246"
15473453,SPA-4B,INDUSTRIAL SUPPLIES,SHOP/FACILITY/PRODUCTION,FASTENERS/HARDWARE,OTHER FASTENERS/HARDWARE,Motion,spa 4b,industrial supplies,shop facility production,fasteners hardware,other fasteners hardware,General,0.6841341018676759,0.31586589813232413,"General, Cutting Tools, Tools","0.6841, 0.7298, 0.7523","0.3159, 0.2702, 0.2477"
19152854,617.1-8M16X1.5-AK,INDUSTRIAL SUPPLIES,SHOP/FACILITY/PRODUCTION,FASTENERS/HARDWARE,FASTENING EQUIPMENT,Motion,617 1 8m16x1 5 ak,industrial supplies,shop facility production,fasteners hardware,fastening equipment,General,0.6784653425216676,0.32153465747833243,"General, Cutting Tools, Tools","0.6785, 0.7023, 0.7084","0.3215, 0.2977, 0.2916"
19225049,CL-8-RPT-4714,INDUSTRIAL SUPPLIES,SHOP/FACILITY/PRODUCTION,FASTENERS/HARDWARE,FASTENING EQUIPMENT,Motion,cl 8 rpt 4714,industrial supplies,shop facility production,fasteners hardware,fastening equipment,General,0.6753223776817322,0.3246776223182678,"General, Cutting Tools, Tools","0.6753, 0.7048, 0.7096","0.3247, 0.2952, 0.2904"
